"Time","Device","Duration","State"
1591870462000,172.30.0.11,295,1
1591870463000,172.30.0.11,284,1
1591870464000,172.30.0.11,317,1
1591870462000,172.30.0.12,285,1
1591870463000,172.30.0.12,319,1
1591870464000,172.30.0.12,349,1
1591870462000,172.30.0.13,311,1
1591870463000,172.30.0.13,292,1
1591870464000,172.30.0.13,324,1
1591870462000,172.30.0.14,310,1
1591870463000,172.30.0.14,269,1
1591870464000,172.30.0.14,327,1

