Time,192.168.1.165,192.168.1.179,192.168.1.200,192.168.1.206
0,0,0,0,0
20,0,0,0,0
40,9,9,9,9
60,9,9,9,9
80,9,9,9,9
100,9,9,9,9
120,9,9,9,9
140,9,9,9,9
160,9,9,9,9
180,9,9,9,9
200,9,9,9,9
220,9,9,9,9
240,9,9,9,9
260,9,9,9,9
280,9,9,9,9
300,9,9,9,9
320,9,9,9,9
340,9,9,9,9
