"Time","2cc03f84f448","52927ab52af2","7decf356f00d","893647222d5c"
1592685420500,,,,
1592685421000,75726620.00000001,,,
1592685421500,,,,
1592685422000,,,,75726680
1592685422500,,,,
1592685423000,,,75726676.00000001,
1592685423500,,,,
1592685424000,,75726676.00000001,,
1592685424500,,,,
1592685425000,,,,
1592685425500,,,,
1592685426000,75726588.00000001,,,
1592685426500,,,,
1592685427000,,,,75726548.00000001
1592685427500,,,,
1592685428000,,,75726540,
1592685428500,,,,
1592685429000,,75726540,,
1592685429500,,,,
1592685430000,,,,
1592685430500,,,,
1592685431000,75726456.00000001,,,
1592685431500,,,,
1592685432000,,,,75725812.00000001
1592685432500,,,,
1592685433000,,,75725800.00000001,
1592685433500,,,,
1592685434000,,75725696.00000001,,
1592685434500,,,,
1592685435000,,,,
1592685435500,,,,
1592685436000,75725428.00000001,,,
1592685436500,,,,
1592685437000,,,,75725916.00000001
1592685437500,,,,
1592685438000,,,75725912.00000001,
1592685438500,,,,
1592685439000,,75725908,,
1592685439500,,,,
1592685440000,,,,
1592685440500,,,,
1592685441000,75725880.00000001,,,
1592685441500,,,,
1592685442000,,,,75725820.00000001
1592685442500,,,,
1592685443000,,,75725816.00000001,
1592685443500,,,,
1592685444000,,75725812.00000001,,
1592685444500,,,,
1592685445000,,,,
1592685445500,,,,
1592685446000,75725736.00000001,,,
1592685446500,,,,
1592685447000,,,,75725680
1592685447500,,,,
1592685448000,,,75725680,
1592685448500,,,,
1592685449000,,75725656.00000001,,
1592685449500,,,,
1592685450000,,,,
1592685450500,,,,
1592685451000,75725236.00000001,,,
1592685451500,,,,
1592685452000,,,,75725120.00000001
1592685452500,,,,
1592685453000,,,,
1592685453500,,,,
1592685454000,,75725040.00000001,75725064.00000001,
1592685454500,,,,
1592685455000,,,,
1592685455500,,,,
1592685456000,,,,
1592685456500,,,,
1592685457000,75725092.00000001,,,
1592685457500,,,,
1592685458000,,,,75725084.00000001
1592685458500,,,,
1592685459000,,,75725080.00000001,
1592685459500,,,,
1592685460000,,,,
1592685460500,,,,
1592685461000,,,,
1592685461500,,,,
1592685462000,,,,
1592685462500,,,,
1592685463000,,,,
1592685463500,,,,
1592685464000,,,,
1592685464500,,,,
1592685465000,,,,
1592685465500,,,,
1592685466000,,,,
1592685466500,,,,
1592685467000,,,,
1592685467500,,,,
1592685468000,,,,
1592685468500,,,,
1592685469000,,,,
1592685469500,,,,
1592685470000,,,,
1592685470500,,,,
1592685471000,,,,
1592685471500,,,,
1592685472000,,,,
1592685472500,,,,
1592685473000,,,,
1592685473500,,,,
1592685474000,,,,
1592685474500,,,,
1592685475000,,,,
1592685475500,,,,
1592685476000,,,,
1592685476500,,,,
1592685477000,,,,
1592685477500,,,,
1592685478000,,,,75724220
1592685478500,,,,
1592685479000,,75724096,,
1592685479500,,,,
1592685480000,75723964.00000001,,,
1592685480500,,,,
1592685481000,,,75723848.00000001,
1592685481500,,,,
1592685482000,,,,
1592685482500,,,,
1592685483000,,,,75724536.00000001
1592685483500,,,,
1592685484000,,75724564,,
1592685484500,,,,
1592685485000,75724540,,,
1592685485500,,,,
1592685486000,,,75724540,
1592685486500,,,,
1592685487000,,,,
1592685487500,,,,
1592685488000,,,,75724556.00000001
1592685488500,,,,
1592685489000,,75724556.00000001,,
1592685489500,,,,
1592685490000,75724548.00000001,,,
1592685490500,,,,
1592685491000,,,75724544.00000001,
1592685491500,,,,
1592685492000,,,,
1592685492500,,,,
1592685493000,,,,75724488.00000001
1592685493500,,,,
1592685494000,,75724564,,
1592685494500,,,,
1592685495000,75724564,,,
1592685495500,,,,
1592685496000,,,75724468.00000001,
1592685496500,,,,
1592685497000,,,,
1592685497500,,,,
1592685498000,,,,75724420
1592685498500,,,,
1592685499000,,75724416.00000001,,
1592685499500,,,,
1592685500000,75724412,,,
1592685500500,,,,
1592685501000,,,75724408.00000001,
1592685501500,,,,
1592685502000,,,,
1592685502500,,,,
1592685503000,,,,
1592685503500,,,,
1592685504000,,75724396.00000001,,75724400
1592685504500,,,,
1592685505000,75724392.00000001,,,
1592685505500,,,,
1592685506000,,,75724384,
1592685506500,,,,
1592685507000,,,,
1592685507500,,,,
1592685508000,,,,
1592685508500,,,,
1592685509000,,,,75724396.00000001
1592685509500,,,,
1592685510000,,75724168.00000001,,
1592685510500,,,,
1592685511000,75724164.00000001,,,
1592685511500,,,,
1592685512000,,,75724168.00000001,
1592685512500,,,,
1592685513000,,,,
1592685513500,,,,
1592685514000,,,,75724312
1592685514500,,,,
1592685515000,,75724308.00000001,,
1592685515500,,,,
1592685516000,75724304.00000001,,,
1592685516500,,,,
1592685517000,,,75724300.00000001,
1592685517500,,,,
1592685518000,,,,
1592685518500,,,,
1592685519000,,,,75724296.00000001
1592685519500,,,,
1592685520000,,75724284.00000001,,
1592685520500,,,,
1592685521000,75724280.00000001,,,
1592685521500,,,,
1592685522000,,,75724224.00000001,
1592685522500,,,,
1592685523000,,,,
1592685523500,,,,
1592685524000,,,,75724224.00000001
1592685524500,,,,
1592685525000,,75724216.00000001,,
1592685525500,,,,
1592685526000,75724216.00000001,,,
1592685526500,,,,
1592685527000,,,75724216.00000001,
1592685527500,,,,
1592685528000,,,,
1592685528500,,,,
1592685529000,,,,75724212.00000001
1592685529500,,,,
1592685530000,,75724116.00000001,,
1592685530500,,,,
1592685531000,75724112.00000001,,,
1592685531500,,,,
1592685532000,,,75724104.00000001,
1592685532500,,,,
1592685533000,,,,
1592685533500,,,,
1592685534000,,,,75724096
1592685534500,,,,
1592685535000,,75724088.00000001,,
1592685535500,,,,
1592685536000,75724076.00000001,,,
1592685536500,,,,
1592685537000,,,75724040.00000001,
1592685537500,,,,
1592685538000,,,,
1592685538500,,,,
1592685539000,,,,
1592685539500,,,,
1592685540000,,,,75723968
1592685540500,,,,
1592685541000,75723840,75723900,,
1592685541500,,,,
1592685542000,,,75723852.00000001,
1592685542500,,,,
1592685543000,,,,
1592685543500,,,,
1592685544000,,,,
1592685544500,,,,
1592685545000,,,,75723920.00000001
1592685545500,,,,
1592685546000,,75723920.00000001,,
1592685546500,,,,
1592685547000,75723844.00000001,,,
1592685547500,,,,
1592685548000,,,75723844.00000001,
1592685548500,,,,
1592685549000,,,,
1592685549500,,,,
1592685550000,,,,75723888.00000001
1592685550500,,,,
1592685551000,,75723888.00000001,,
1592685551500,,,,
1592685552000,75723828.00000001,,,
1592685552500,,,,
1592685553000,,,75723828.00000001,
1592685553500,,,,
1592685554000,,,,
1592685554500,,,,
1592685555000,,,,75723780
1592685555500,,,,
1592685556000,,75723776.00000001,,
1592685556500,,,,
1592685557000,75723720.00000001,,,
1592685557500,,,,
1592685558000,,,75723772.00000001,
1592685558500,,,,
1592685559000,,,,
1592685559500,,,,
1592685560000,,,,75723812.00000001
1592685560500,,,,
1592685561000,,75723780,,
1592685561500,,,,
1592685562000,75723776.00000001,,,
1592685562500,,,,
1592685563000,,,75723808.00000001,
1592685563500,,,,
1592685564000,,,,
1592685564500,,,,
1592685565000,,,,75723760
1592685565500,,,,
1592685566000,,75723668.00000001,,
1592685566500,,,,
1592685567000,75723668.00000001,,,
1592685567500,,,,
1592685568000,,,75723632.00000001,
1592685568500,,,,
1592685569000,,,,
1592685569500,,,,
1592685570000,,,,75723552.00000001
1592685570500,,,,
1592685571000,,75723488,,
1592685571500,,,,
1592685572000,75723484.00000001,,,
1592685572500,,,,
1592685573000,,,75723620,
1592685573500,,,,
1592685574000,,,,
1592685574500,,,,
1592685575000,,,,
1592685575500,,,,
1592685576000,,,,75723556.00000001
1592685576500,,,,
1592685577000,,75723488,,
1592685577500,,,,
1592685578000,75723556.00000001,,,
1592685578500,,,,
1592685579000,,,75723516.00000001,
1592685579500,,,,
1592685580000,,,,
1592685580500,,,,
1592685581000,,,,75723472
1592685581500,,,,
1592685582000,,75723408.00000001,,
1592685582500,,,,
1592685583000,75723440,,,
1592685583500,,,,
1592685584000,,,75723400.00000001,
1592685584500,,,,
1592685585000,,,,
1592685585500,,,,
1592685586000,,,,75723364.00000001
1592685586500,,,,
1592685587000,,75723420.00000001,,
1592685587500,,,,
1592685588000,75723408.00000001,,,
1592685588500,,,,
1592685589000,,,75723536.00000001,
1592685589500,,,,
1592685590000,,,,
1592685590500,,,,
1592685591000,,,,75723528.00000001
1592685591500,,,,
1592685592000,,75723516.00000001,,
1592685592500,,,,
1592685593000,75723512,,,
1592685593500,,,,
1592685594000,,,75723512,
1592685594500,,,,
1592685595000,,,,
1592685595500,,,,
1592685596000,,,,75723492.00000001
1592685596500,,,,
1592685597000,,75723476.00000001,,
1592685597500,,,,
1592685598000,75723476.00000001,,,
1592685598500,,,,
1592685599000,,,75723460,
1592685599500,,,,
1592685600000,,,,
1592685600500,,,,
1592685601000,,,,75723428
1592685601500,,,,
1592685602000,,75723428,,
1592685602500,,,,
1592685603000,75723416.00000001,,,
1592685603500,,,,
1592685604000,,,75723392.00000001,
1592685604500,,,,
1592685605000,,,,
1592685605500,,,,
1592685606000,,,,
1592685606500,,,,
1592685607000,,75723368.00000001,,75723376.00000001
1592685607500,,,,
1592685608000,75723636.00000001,,,
1592685608500,,,,
1592685609000,,,75723632.00000001,
1592685609500,,,,
1592685610000,,,,
1592685610500,,,,
1592685611000,,,,
1592685611500,,,,
1592685612000,,,,75723620
1592685612500,,,,
1592685613000,,75723612,,
1592685613500,,,,
1592685614000,75723612,,,
1592685614500,,,,
1592685615000,,,75723608,
1592685615500,,,,
1592685616000,,,,
1592685616500,,,,
1592685617000,,,,75723604.00000001
1592685617500,,,,
1592685618000,,75723600.00000001,,
1592685618500,,,,
1592685619000,75723484.00000001,,,
1592685619500,,,,
1592685620000,,,75723472,
1592685620500,,,,
1592685621000,,,,
1592685621500,,,,
1592685622000,,,,75723456.00000001
1592685622500,,,,
1592685623000,,75723412.00000001,,
1592685623500,,,,
1592685624000,75723408.00000001,,,
1592685624500,,,,
1592685625000,,,75723448.00000001,
1592685625500,,,,
1592685626000,,,,
1592685626500,,,,
1592685627000,,,,75723432.00000001
1592685627500,,,,
1592685628000,,75723476.00000001,,
1592685628500,,,,
1592685629000,75723424.00000001,,,
1592685629500,,,,
1592685630000,,,75723420.00000001,
1592685630500,,,,
1592685631000,,,,
1592685631500,,,,
1592685632000,,,,75723396.00000001
1592685632500,,,,
1592685633000,,75723396.00000001,,
1592685633500,,,,
1592685634000,75723396.00000001,,,
1592685634500,,,,
1592685635000,,,75723332,
1592685635500,,,,
1592685636000,,,,
1592685636500,,,,

