device,timestamp
8f96fa542f8b, 1592334425932
8f96fa542f8b, 1592334425939
188e2a5d583c, 1592334425996
26f29effeddc, 1592334426006
26f29effeddc, 1592334426047
4b86a2021b77, 1592334426051
8f96fa542f8b, 1592334426057
188e2a5d583c, 1592334426088
8f96fa542f8b, 1592334426106
4b86a2021b77, 1592334426156
26f29effeddc, 1592334426166
8f96fa542f8b, 1592334426183
4b86a2021b77, 1592334426197
4b86a2021b77, 1592334426256
8f96fa542f8b, 1592334426266
8f96fa542f8b, 1592334426267
188e2a5d583c, 1592334426281
8f96fa542f8b, 1592334426309
4b86a2021b77, 1592334426346
188e2a5d583c, 1592334426356
8f96fa542f8b, 1592334426368
188e2a5d583c, 1592334426396
26f29effeddc, 1592334426397
4b86a2021b77, 1592334426452
8f96fa542f8b, 1592334426489
4b86a2021b77, 1592334426526
8f96fa542f8b, 1592334426535
188e2a5d583c, 1592334426544
26f29effeddc, 1592334426562
4b86a2021b77, 1592334426565
26f29effeddc, 1592334426606
8f96fa542f8b, 1592334426626
8f96fa542f8b, 1592334426679
188e2a5d583c, 1592334426682
4b86a2021b77, 1592334426685
8f96fa542f8b, 1592334426690
4b86a2021b77, 1592334426744
8f96fa542f8b, 1592334426749
26f29effeddc, 1592334426796
8f96fa542f8b, 1592334426806
26f29effeddc, 1592334426841
4b86a2021b77, 1592334426879
188e2a5d583c, 1592334426912
4b86a2021b77, 1592334426952
26f29effeddc, 1592334426979
8f96fa542f8b, 1592334427079
8f96fa542f8b, 1592334427115
8f96fa542f8b, 1592334427174
4b86a2021b77, 1592334427199
188e2a5d583c, 1592334427264
8f96fa542f8b, 1592334430936
8f96fa542f8b, 1592334430938
4b86a2021b77, 1592334430949
26f29effeddc, 1592334430998
8f96fa542f8b, 1592334431039
188e2a5d583c, 1592334431039
4b86a2021b77, 1592334431051
26f29effeddc, 1592334431055
188e2a5d583c, 1592334431076
8f96fa542f8b, 1592334431077
4b86a2021b77, 1592334431126
26f29effeddc, 1592334431159
8f96fa542f8b, 1592334431166
4b86a2021b77, 1592334431199
8f96fa542f8b, 1592334431249
8f96fa542f8b, 1592334431249
8f96fa542f8b, 1592334431293
4b86a2021b77, 1592334431295
4b86a2021b77, 1592334431327
188e2a5d583c, 1592334431342
8f96fa542f8b, 1592334431349
188e2a5d583c, 1592334431357
26f29effeddc, 1592334431399
188e2a5d583c, 1592334431414
8f96fa542f8b, 1592334431472
4b86a2021b77, 1592334431476
4b86a2021b77, 1592334431513
8f96fa542f8b, 1592334431520
26f29effeddc, 1592334431554
8f96fa542f8b, 1592334431578
188e2a5d583c, 1592334431579
26f29effeddc, 1592334431632
4b86a2021b77, 1592334431639
8f96fa542f8b, 1592334431656
8f96fa542f8b, 1592334431663
4b86a2021b77, 1592334431679
8f96fa542f8b, 1592334431704
188e2a5d583c, 1592334431746
8f96fa542f8b, 1592334431776
26f29effeddc, 1592334431780
4b86a2021b77, 1592334431782
4b86a2021b77, 1592334431857
26f29effeddc, 1592334431862
188e2a5d583c, 1592334431916
4b86a2021b77, 1592334431946
26f29effeddc, 1592334431980
8f96fa542f8b, 1592334432049
8f96fa542f8b, 1592334432122
8f96fa542f8b, 1592334432165
4b86a2021b77, 1592334432215
188e2a5d583c, 1592334432302
8f96fa542f8b, 1592334435912
4b86a2021b77, 1592334435925
8f96fa542f8b, 1592334435959
188e2a5d583c, 1592334435993
26f29effeddc, 1592334436005
26f29effeddc, 1592334436033
4b86a2021b77, 1592334436051
8f96fa542f8b, 1592334436057
188e2a5d583c, 1592334436082
8f96fa542f8b, 1592334436084
26f29effeddc, 1592334436152
4b86a2021b77, 1592334436156
4b86a2021b77, 1592334436196
8f96fa542f8b, 1592334436196
4b86a2021b77, 1592334436254
8f96fa542f8b, 1592334436259
8f96fa542f8b, 1592334436269
188e2a5d583c, 1592334436306
188e2a5d583c, 1592334436327
8f96fa542f8b, 1592334436327
4b86a2021b77, 1592334436327
188e2a5d583c, 1592334436386
8f96fa542f8b, 1592334436432
4b86a2021b77, 1592334436462
8f96fa542f8b, 1592334436479
26f29effeddc, 1592334436507
8f96fa542f8b, 1592334436546
4b86a2021b77, 1592334436551
188e2a5d583c, 1592334436551
26f29effeddc, 1592334436586
4b86a2021b77, 1592334436610
188e2a5d583c, 1592334436629
8f96fa542f8b, 1592334436649
26f29effeddc, 1592334436650
8f96fa542f8b, 1592334436659
4b86a2021b77, 1592334436699
8f96fa542f8b, 1592334436722
8f96fa542f8b, 1592334436755
26f29effeddc, 1592334436762
4b86a2021b77, 1592334436766
8f96fa542f8b, 1592334436805
4b86a2021b77, 1592334436869
26f29effeddc, 1592334436875
4b86a2021b77, 1592334436939
188e2a5d583c, 1592334436946
26f29effeddc, 1592334437012
8f96fa542f8b, 1592334437063
8f96fa542f8b, 1592334437136
8f96fa542f8b, 1592334437179
4b86a2021b77, 1592334437219
188e2a5d583c, 1592334437277
8f96fa542f8b, 1592334440912
4b86a2021b77, 1592334440923
8f96fa542f8b, 1592334440959
26f29effeddc, 1592334440965
188e2a5d583c, 1592334441012
188e2a5d583c, 1592334441038
26f29effeddc, 1592334441039
8f96fa542f8b, 1592334441039
4b86a2021b77, 1592334441082
8f96fa542f8b, 1592334441096
26f29effeddc, 1592334441138
4b86a2021b77, 1592334441155
8f96fa542f8b, 1592334441185
8f96fa542f8b, 1592334441221
8f96fa542f8b, 1592334441246
4b86a2021b77, 1592334441262
188e2a5d583c, 1592334441277
4b86a2021b77, 1592334441279
8f96fa542f8b, 1592334441322
188e2a5d583c, 1592334441334
8f96fa542f8b, 1592334441372
4b86a2021b77, 1592334441405
188e2a5d583c, 1592334441409
26f29effeddc, 1592334441422
8f96fa542f8b, 1592334441430
26f29effeddc, 1592334441511
8f96fa542f8b, 1592334441519
8f96fa542f8b, 1592334441526
4b86a2021b77, 1592334441533
4b86a2021b77, 1592334441541
4b86a2021b77, 1592334441598
188e2a5d583c, 1592334441601
26f29effeddc, 1592334441612
8f96fa542f8b, 1592334441643
188e2a5d583c, 1592334441679
26f29effeddc, 1592334441684
8f96fa542f8b, 1592334441689
4b86a2021b77, 1592334441752
8f96fa542f8b, 1592334441756
8f96fa542f8b, 1592334441809
4b86a2021b77, 1592334441856
4b86a2021b77, 1592334441882
26f29effeddc, 1592334441907
26f29effeddc, 1592334441968
4b86a2021b77, 1592334441989
188e2a5d583c, 1592334442034
8f96fa542f8b, 1592334442095
8f96fa542f8b, 1592334442141
8f96fa542f8b, 1592334442200
4b86a2021b77, 1592334442274
188e2a5d583c, 1592334442335
4b86a2021b77, 1592334445924
8f96fa542f8b, 1592334445935
8f96fa542f8b, 1592334445939
188e2a5d583c, 1592334446006
26f29effeddc, 1592334446012
8f96fa542f8b, 1592334446040
26f29effeddc, 1592334446054
4b86a2021b77, 1592334446082
8f96fa542f8b, 1592334446096
188e2a5d583c, 1592334446097
4b86a2021b77, 1592334446107
26f29effeddc, 1592334446170
8f96fa542f8b, 1592334446170
4b86a2021b77, 1592334446209
4b86a2021b77, 1592334446220
8f96fa542f8b, 1592334446252
8f96fa542f8b, 1592334446252
8f96fa542f8b, 1592334446292
188e2a5d583c, 1592334446309
188e2a5d583c, 1592334446342
8f96fa542f8b, 1592334446369
26f29effeddc, 1592334446372
188e2a5d583c, 1592334446399
4b86a2021b77, 1592334446432
4b86a2021b77, 1592334446476
8f96fa542f8b, 1592334446477
8f96fa542f8b, 1592334446518
26f29effeddc, 1592334446525
188e2a5d583c, 1592334446562
26f29effeddc, 1592334446605
4b86a2021b77, 1592334446614
8f96fa542f8b, 1592334446622
8f96fa542f8b, 1592334446631
4b86a2021b77, 1592334446649
8f96fa542f8b, 1592334446696
188e2a5d583c, 1592334446717
4b86a2021b77, 1592334446752
8f96fa542f8b, 1592334446758
4b86a2021b77, 1592334446777
26f29effeddc, 1592334446777
8f96fa542f8b, 1592334446816
4b86a2021b77, 1592334446852
26f29effeddc, 1592334446899
4b86a2021b77, 1592334446925
188e2a5d583c, 1592334446955
26f29effeddc, 1592334446973
8f96fa542f8b, 1592334447032
8f96fa542f8b, 1592334447073
8f96fa542f8b, 1592334447130
4b86a2021b77, 1592334447177
188e2a5d583c, 1592334447262
4b86a2021b77, 1592334450924
8f96fa542f8b, 1592334450936
8f96fa542f8b, 1592334450942
188e2a5d583c, 1592334450991
26f29effeddc, 1592334451009
4b86a2021b77, 1592334451052
8f96fa542f8b, 1592334451061
188e2a5d583c, 1592334451080
26f29effeddc, 1592334451092
8f96fa542f8b, 1592334451112
26f29effeddc, 1592334451154
4b86a2021b77, 1592334451159
8f96fa542f8b, 1592334451188
4b86a2021b77, 1592334451197
4b86a2021b77, 1592334451254
8f96fa542f8b, 1592334451265
188e2a5d583c, 1592334451269
8f96fa542f8b, 1592334451271
8f96fa542f8b, 1592334451315
4b86a2021b77, 1592334451342
188e2a5d583c, 1592334451342
188e2a5d583c, 1592334451383
26f29effeddc, 1592334451383
8f96fa542f8b, 1592334451389
4b86a2021b77, 1592334451449
8f96fa542f8b, 1592334451472
4b86a2021b77, 1592334451522
188e2a5d583c, 1592334451534
26f29effeddc, 1592334451535
8f96fa542f8b, 1592334451542
4b86a2021b77, 1592334451563
26f29effeddc, 1592334451576
8f96fa542f8b, 1592334451622
8f96fa542f8b, 1592334451655
188e2a5d583c, 1592334451674
4b86a2021b77, 1592334451681
8f96fa542f8b, 1592334451709
8f96fa542f8b, 1592334451723
26f29effeddc, 1592334451762
4b86a2021b77, 1592334451769
8f96fa542f8b, 1592334451780
26f29effeddc, 1592334451803
4b86a2021b77, 1592334451855
188e2a5d583c, 1592334451861
4b86a2021b77, 1592334451935
26f29effeddc, 1592334451941
8f96fa542f8b, 1592334452062
8f96fa542f8b, 1592334452120
8f96fa542f8b, 1592334452177
4b86a2021b77, 1592334452185
188e2a5d583c, 1592334452252
8f96fa542f8b, 1592334455939
8f96fa542f8b, 1592334455939
4b86a2021b77, 1592334455945
26f29effeddc, 1592334455995
188e2a5d583c, 1592334456035
8f96fa542f8b, 1592334456039
4b86a2021b77, 1592334456049
26f29effeddc, 1592334456052
188e2a5d583c, 1592334456071
8f96fa542f8b, 1592334456115
4b86a2021b77, 1592334456115
26f29effeddc, 1592334456155
8f96fa542f8b, 1592334456164
4b86a2021b77, 1592334456209
4b86a2021b77, 1592334456248
8f96fa542f8b, 1592334456252
8f96fa542f8b, 1592334456252
8f96fa542f8b, 1592334456292
188e2a5d583c, 1592334456312
4b86a2021b77, 1592334456317
188e2a5d583c, 1592334456347
26f29effeddc, 1592334456356
8f96fa542f8b, 1592334456369
188e2a5d583c, 1592334456405
4b86a2021b77, 1592334456462
8f96fa542f8b, 1592334456476
4b86a2021b77, 1592334456498
8f96fa542f8b, 1592334456518
26f29effeddc, 1592334456519
188e2a5d583c, 1592334456570
4b86a2021b77, 1592334456579
26f29effeddc, 1592334456607
8f96fa542f8b, 1592334456626
8f96fa542f8b, 1592334456634
4b86a2021b77, 1592334456674
8f96fa542f8b, 1592334456696
188e2a5d583c, 1592334456716
4b86a2021b77, 1592334456756
8f96fa542f8b, 1592334456760
26f29effeddc, 1592334456799
8f96fa542f8b, 1592334456819
26f29effeddc, 1592334456839
4b86a2021b77, 1592334456854
188e2a5d583c, 1592334456907
4b86a2021b77, 1592334456942
26f29effeddc, 1592334456977
8f96fa542f8b, 1592334457036
8f96fa542f8b, 1592334457091
8f96fa542f8b, 1592334457148
4b86a2021b77, 1592334457171
188e2a5d583c, 1592334457262
4b86a2021b77, 1592334460925
8f96fa542f8b, 1592334460939
8f96fa542f8b, 1592334460939
188e2a5d583c, 1592334460986
26f29effeddc, 1592334460995
4b86a2021b77, 1592334461052
26f29effeddc, 1592334461053
8f96fa542f8b, 1592334461058
8f96fa542f8b, 1592334461084
188e2a5d583c, 1592334461099
26f29effeddc, 1592334461156
4b86a2021b77, 1592334461156
4b86a2021b77, 1592334461198
8f96fa542f8b, 1592334461198
4b86a2021b77, 1592334461225
8f96fa542f8b, 1592334461259
8f96fa542f8b, 1592334461266
188e2a5d583c, 1592334461302
188e2a5d583c, 1592334461320
8f96fa542f8b, 1592334461324
188e2a5d583c, 1592334461375
8f96fa542f8b, 1592334461436
4b86a2021b77, 1592334461442
8f96fa542f8b, 1592334461466
4b86a2021b77, 1592334461482
26f29effeddc, 1592334461529
8f96fa542f8b, 1592334461536
188e2a5d583c, 1592334461562
26f29effeddc, 1592334461564
4b86a2021b77, 1592334461623
8f96fa542f8b, 1592334461626
4b86a2021b77, 1592334461661
8f96fa542f8b, 1592334461663
26f29effeddc, 1592334461669
8f96fa542f8b, 1592334461715
8f96fa542f8b, 1592334461729
188e2a5d583c, 1592334461734
26f29effeddc, 1592334461739
4b86a2021b77, 1592334461772
8f96fa542f8b, 1592334461788
4b86a2021b77, 1592334461788
4b86a2021b77, 1592334461843
4b86a2021b77, 1592334461915
26f29effeddc, 1592334461965
26f29effeddc, 1592334462026
8f96fa542f8b, 1592334462073
188e2a5d583c, 1592334462098
8f96fa542f8b, 1592334462130
8f96fa542f8b, 1592334462187
4b86a2021b77, 1592334462246
188e2a5d583c, 1592334462325
8f96fa542f8b, 1592334465935
8f96fa542f8b, 1592334465939
4b86a2021b77, 1592334465949
26f29effeddc, 1592334466004
188e2a5d583c, 1592334466019
4b86a2021b77, 1592334466050
8f96fa542f8b, 1592334466065
188e2a5d583c, 1592334466092
26f29effeddc, 1592334466095
8f96fa542f8b, 1592334466097
4b86a2021b77, 1592334466137
26f29effeddc, 1592334466146
8f96fa542f8b, 1592334466192
4b86a2021b77, 1592334466209
8f96fa542f8b, 1592334466222
4b86a2021b77, 1592334466250
8f96fa542f8b, 1592334466269
8f96fa542f8b, 1592334466291
188e2a5d583c, 1592334466315
4b86a2021b77, 1592334466342
26f29effeddc, 1592334466345
8f96fa542f8b, 1592334466349
188e2a5d583c, 1592334466352
188e2a5d583c, 1592334466410
4b86a2021b77, 1592334466448
8f96fa542f8b, 1592334466499
26f29effeddc, 1592334466500
8f96fa542f8b, 1592334466517
4b86a2021b77, 1592334466524
188e2a5d583c, 1592334466579
8f96fa542f8b, 1592334466604
26f29effeddc, 1592334466612
4b86a2021b77, 1592334466614
8f96fa542f8b, 1592334466682
4b86a2021b77, 1592334466682
8f96fa542f8b, 1592334466685
188e2a5d583c, 1592334466716
8f96fa542f8b, 1592334466729
26f29effeddc, 1592334466762
4b86a2021b77, 1592334466775
8f96fa542f8b, 1592334466802
4b86a2021b77, 1592334466828
26f29effeddc, 1592334466839
188e2a5d583c, 1592334466903
4b86a2021b77, 1592334466949
26f29effeddc, 1592334466955
8f96fa542f8b, 1592334467065
8f96fa542f8b, 1592334467139
8f96fa542f8b, 1592334467178
4b86a2021b77, 1592334467205
188e2a5d583c, 1592334467285
8f96fa542f8b, 1592334470913
4b86a2021b77, 1592334470945
8f96fa542f8b, 1592334470959
188e2a5d583c, 1592334470998
26f29effeddc, 1592334471002
26f29effeddc, 1592334471038
4b86a2021b77, 1592334471050
8f96fa542f8b, 1592334471055
8f96fa542f8b, 1592334471081
188e2a5d583c, 1592334471084
4b86a2021b77, 1592334471140
26f29effeddc, 1592334471157
8f96fa542f8b, 1592334471202
4b86a2021b77, 1592334471219
4b86a2021b77, 1592334471224
8f96fa542f8b, 1592334471239
8f96fa542f8b, 1592334471285
188e2a5d583c, 1592334471292
8f96fa542f8b, 1592334471307
188e2a5d583c, 1592334471330
8f96fa542f8b, 1592334471365
188e2a5d583c, 1592334471390
26f29effeddc, 1592334471400
4b86a2021b77, 1592334471439
4b86a2021b77, 1592334471483
8f96fa542f8b, 1592334471486
8f96fa542f8b, 1592334471533
26f29effeddc, 1592334471556
188e2a5d583c, 1592334471556
26f29effeddc, 1592334471597
8f96fa542f8b, 1592334471623
4b86a2021b77, 1592334471624
4b86a2021b77, 1592334471661
8f96fa542f8b, 1592334471676
8f96fa542f8b, 1592334471687
188e2a5d583c, 1592334471731
8f96fa542f8b, 1592334471745
4b86a2021b77, 1592334471766
26f29effeddc, 1592334471770
4b86a2021b77, 1592334471787
8f96fa542f8b, 1592334471802
4b86a2021b77, 1592334471866
26f29effeddc, 1592334471926
4b86a2021b77, 1592334471963
26f29effeddc, 1592334471969
188e2a5d583c, 1592334472034
8f96fa542f8b, 1592334472072
8f96fa542f8b, 1592334472111
8f96fa542f8b, 1592334472167
4b86a2021b77, 1592334472225
188e2a5d583c, 1592334472302
8f96fa542f8b, 1592334475935
8f96fa542f8b, 1592334475938
4b86a2021b77, 1592334475945
188e2a5d583c, 1592334476006
26f29effeddc, 1592334476006
8f96fa542f8b, 1592334476041
4b86a2021b77, 1592334476050
26f29effeddc, 1592334476092
8f96fa542f8b, 1592334476101
188e2a5d583c, 1592334476139
4b86a2021b77, 1592334476139
26f29effeddc, 1592334476150
8f96fa542f8b, 1592334476195
4b86a2021b77, 1592334476212
4b86a2021b77, 1592334476218
8f96fa542f8b, 1592334476224
8f96fa542f8b, 1592334476275
8f96fa542f8b, 1592334476295
188e2a5d583c, 1592334476325
8f96fa542f8b, 1592334476352
188e2a5d583c, 1592334476357
26f29effeddc, 1592334476369
188e2a5d583c, 1592334476416
4b86a2021b77, 1592334476442
26f29effeddc, 1592334476485
8f96fa542f8b, 1592334476502
8f96fa542f8b, 1592334476521
4b86a2021b77, 1592334476526
188e2a5d583c, 1592334476599
8f96fa542f8b, 1592334476603
4b86a2021b77, 1592334476629
4b86a2021b77, 1592334476649
26f29effeddc, 1592334476674
8f96fa542f8b, 1592334476682
8f96fa542f8b, 1592334476686
188e2a5d583c, 1592334476711
4b86a2021b77, 1592334476752
8f96fa542f8b, 1592334476759
26f29effeddc, 1592334476762
4b86a2021b77, 1592334476774
8f96fa542f8b, 1592334476786
4b86a2021b77, 1592334476845
26f29effeddc, 1592334476916
4b86a2021b77, 1592334476919
26f29effeddc, 1592334476959
188e2a5d583c, 1592334477032
8f96fa542f8b, 1592334477069
8f96fa542f8b, 1592334477142
8f96fa542f8b, 1592334477183
4b86a2021b77, 1592334477254
188e2a5d583c, 1592334477339
8f96fa542f8b, 1592334480913
4b86a2021b77, 1592334480924
8f96fa542f8b, 1592334480962
188e2a5d583c, 1592334480978
26f29effeddc, 1592334481005
26f29effeddc, 1592334481029
4b86a2021b77, 1592334481051
8f96fa542f8b, 1592334481057
188e2a5d583c, 1592334481064
8f96fa542f8b, 1592334481083
26f29effeddc, 1592334481146
4b86a2021b77, 1592334481152
4b86a2021b77, 1592334481193
8f96fa542f8b, 1592334481235
8f96fa542f8b, 1592334481236
8f96fa542f8b, 1592334481252
4b86a2021b77, 1592334481282
188e2a5d583c, 1592334481294
8f96fa542f8b, 1592334481310
188e2a5d583c, 1592334481369
188e2a5d583c, 1592334481410
4b86a2021b77, 1592334481419
8f96fa542f8b, 1592334481445
8f96fa542f8b, 1592334481478
26f29effeddc, 1592334481497
4b86a2021b77, 1592334481545
8f96fa542f8b, 1592334481551
26f29effeddc, 1592334481579
188e2a5d583c, 1592334481596
4b86a2021b77, 1592334481612
8f96fa542f8b, 1592334481625
26f29effeddc, 1592334481641
8f96fa542f8b, 1592334481663
4b86a2021b77, 1592334481676
8f96fa542f8b, 1592334481716
8f96fa542f8b, 1592334481731
26f29effeddc, 1592334481749
188e2a5d583c, 1592334481762
4b86a2021b77, 1592334481776
8f96fa542f8b, 1592334481787
4b86a2021b77, 1592334481827
4b86a2021b77, 1592334481887
4b86a2021b77, 1592334481936
26f29effeddc, 1592334481966
26f29effeddc, 1592334482011
188e2a5d583c, 1592334482065
8f96fa542f8b, 1592334482070
8f96fa542f8b, 1592334482126
8f96fa542f8b, 1592334482183
4b86a2021b77, 1592334482238
188e2a5d583c, 1592334482294
8f96fa542f8b, 1592334485935
8f96fa542f8b, 1592334485940
4b86a2021b77, 1592334485945
26f29effeddc, 1592334486003
8f96fa542f8b, 1592334486040
188e2a5d583c, 1592334486045
4b86a2021b77, 1592334486051
188e2a5d583c, 1592334486068
26f29effeddc, 1592334486092
8f96fa542f8b, 1592334486095
4b86a2021b77, 1592334486142
26f29effeddc, 1592334486146
8f96fa542f8b, 1592334486165
4b86a2021b77, 1592334486195
8f96fa542f8b, 1592334486242
8f96fa542f8b, 1592334486248
4b86a2021b77, 1592334486253
8f96fa542f8b, 1592334486291
188e2a5d583c, 1592334486309
4b86a2021b77, 1592334486342
