"Time","03cfac713ddb","05d4edb11ccc","05e2dc4bab48","12fe0edb1a22","142e2512faa4","15a356ee90d0","163e8d73fac5","166622bd256d","187ae6236163","1979919fbf0f","2031a9936382","22e7a6017802","28044ba4a7ad","30b396f84a51","313b8f5d58f6","3bfa9412b3ac","3d1d30a896da","3f2ea48c60e7","44f61de09fce","452cf0ed41fe","45e6d34f3c90","4da229ff9647","50242d33e417","507aa07cb3f4","534f7ede4add","6024efb8fa75","64028b5fe4a9","6fd3deb2ffa9","750c1c44fa91","79f51af621c3","7e1362b171c6","7e650620618f","a54271c49348","ac0c887de21e","ad93e254a539","b049c32b2cc4","b1d55b931020","b63b699c8207","bec16363de34","c0dfc0337d50","cb8816b39dc5","cbacbdd4ead4","d665d2bb7bd6","dd3871aa1c44","e25b10447cf0","e623c5f5dc60","e6f7c1e58817","e8ca08072d74","f86b4d7f6332","fb4d19ff5398"
1592770967500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770968000,1949856,,,,,,,1964800,,,1949376,,,,,1949216,,2001856,,,,,,,,,,,,,,1998016,,,1949376,1950496,,1953216,,,,,,,,,,,,
1592770968500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770969000,,2002720,,,,,,,,,,,,,,,,,,1947712,,,1945568,,,1948096,,,1947872,,1946432,,,,,,,,,,,,1949376,1948096,,,,,1950016,
1592770969500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770970000,,,1949952,1948096,1948096,1974752,1979648,,,1950592,,,1948672,1951136,1947872,,1979648,,,,1949728,1948736,,,1949312,,,1948992,,1944032,,,1951936,1976032,,,1944672,,,,,1949376,,,,1966016,1949600,2002720,,1950656
1592770970500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770971000,,,,,,,,,,,,,,,,,,,1979648,,,,,,,,,,,,,,,,,,,,1979008,,,,,,,,,,,
1592770971500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770972000,,,,,,,,,2002080,,,1979648,,,,,,,,,,,,,,,2002080,,,,,,,,,,,,,1952160,2004000,,,,2004640,,,,,
1592770972500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770973000,,,,,,,,1957920,,,2004640,,,,,2004640,,1994176,,,,,,1970912,,,,,,,,1990272,,,2005920,2005920,,2006496,,,,,,,,,,,,
1592770973500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770974000,2004640,1998880,,,,,,,,,,,,,,,,,,,,,2002720,,,2003360,,,2004000,,2003360,,,,,,,,,,,,2004640,2004640,,,,,,
1592770974500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770975000,,,2007424,2004640,2002080,,2007360,,,2004640,,,2002080,2004640,2003360,,2005472,,,2002080,2005920,2003360,,,2004640,,,2002080,,2000800,,,2004640,2003136,,,1999520,,,,,2003360,,,,1957216,2003584,1995680,2004640,2003360
1592770975500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770976000,,,,,,1963872,,,,,,,,,,,,,1976032,,,,,,,,,,,,,,,,,,,,1974752,,,,,,,,,,,
1592770976500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770977000,,,,,,,,,1993056,,,1977312,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003488,1994336,,,,1995680,,,,,
1592770977500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770978000,,,,,,,,1939840,,,,,,,,1997600,,,,,,,,1964512,,,1991840,,,,,1983936,,,,,,1996960,,,,,,,,,,,,
1592770978500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770979000,1996960,,,,,,,,,,1996256,,,,,,,1985216,,,,,,,,,,,1994976,,1994400,,,,1994464,1996448,,,,,,,,,,,,,,
1592770979500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770980000,,1994816,1996288,1995808,1993952,,2002496,,,1996960,,,1995456,1994976,1994400,,2001856,,,1995680,1996960,1993888,1993472,,1995456,1995680,,1992896,,1991840,,,1995616,,,,1991840,,,,,1994400,1996096,1996576,,1937152,1995680,1988000,1996960,1994016
1592770980500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
