"Time","03cfac713ddb","05d4edb11ccc","05e2dc4bab48","12fe0edb1a22","142e2512faa4","15a356ee90d0","163e8d73fac5","166622bd256d","187ae6236163","1979919fbf0f","2031a9936382","22e7a6017802","28044ba4a7ad","30b396f84a51","313b8f5d58f6","3bfa9412b3ac","3d1d30a896da","3f2ea48c60e7","44f61de09fce","452cf0ed41fe","45e6d34f3c90","4da229ff9647","50242d33e417","507aa07cb3f4","534f7ede4add","6024efb8fa75","64028b5fe4a9","6fd3deb2ffa9","750c1c44fa91","79f51af621c3","7e1362b171c6","7e650620618f","a54271c49348","ac0c887de21e","ad93e254a539","b049c32b2cc4","b1d55b931020","b63b699c8207","bec16363de34","c0dfc0337d50","cb8816b39dc5","cbacbdd4ead4","d665d2bb7bd6","dd3871aa1c44","e25b10447cf0","e623c5f5dc60","e6f7c1e58817","e8ca08072d74","f86b4d7f6332","fb4d19ff5398"
1592771021500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771022000,90208,,79712,,,89312,95168,,,,,,,,,,99872,93984,99168,,,,,,,,,,,,,,81056,83488,,,,,106272,,,,,,,,,,,
1592771022500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771023000,,,,,,,,,129888,,,72704,,,,,,,,,,,,,,,,100992,,,,,,,,,,,,106464,125952,,,,,,,,,
1592771023500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771024000,,,,,,,,113024,,,,,,,,,,,,,,,,124704,,,112224,,,,,153760,,,,,,,,,,,,,70752,,,,,
1592771024500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771025000,,,,,,,,,,,103296,,,,,88160,,,,,,,,,,,,,,,127264,,,,98752,105408,,126336,,,,,,,,,,,,
1592771025500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771026000,,89696,,115136,128640,,,,,90592,,,87872,91296,125856,,,,,108896,85536,88032,100416,,91456,92256,,,71200,133152,,,,,,,131776,,,,,87872,113184,104000,,70816,89952,121312,94656,90752
1592771026500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771027000,103232,,89472,,,102592,108352,,,,,,,,,,86592,104736,115968,,,,,,,,,,,,,,90176,95104,,,,,,,,,,,,,,,,
1592771027500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771028000,,,,,,,,,,,,76544,,,,,,,,,,,,,,,,110592,,,,,,,,,,,114432,,,,,,,,,,,
1592771028500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771029000,,,,,,,,,143968,,,,,,,,,,,,,,,65376,,,126304,,,,,,,,,,,,,121184,140032,,,,91392,,,,,
1592771029500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771030000,,,,,,,,126464,,,117376,,,,,102240,,,,,,,,,,,,,,,,166304,,,113472,119488,,86016,,,,,,,,,,,,
1592771030500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771031000,,99136,,128576,,,,,,,,,95552,,141216,,,,,124896,94976,96352,115776,,,106336,,,91840,,140064,,,,,,,,,,,97056,127904,118720,,79072,96416,134112,105120,
1592771031500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771032000,114976,,94912,,143264,117152,114368,,,97056,,,,96192,,,95200,113952,125216,,,,,,96832,,,,,145792,,,95552,109728,,,143776,,,,,,,,,,,,,98272
1592771032500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771033000,,,,,,,,,,,,80384,,,,,,,,,,,,,,,,,,,,,,,,,,,81952,,,,,,,,,,,
1592771033500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771034000,,,,,,,,,,,,,,,,,,,,,,,,81088,,,140768,120896,,,,,,,,,,,,84064,86912,,,,104192,,,,,
1592771034500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771035000,,,,,,,,85504,,,130176,,,,,115680,,,,,,,,,,,,,,,,97440,,,125632,133568,,99456,,,,,,,,,,,,
1592771035500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771036000,,108256,,,,,,,78368,,,,,,,,,,,136416,,,127296,,,121056,,,105920,,87584,,,,,,,,,,,,141344,130880,,,,,113440,
1592771036500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771037000,125152,,103392,142016,154080,129504,77920,,,103872,,,103872,104096,155296,,104352,123072,,,102592,103872,,,103872,,,,,,,,103232,118784,,,157856,,,,,103232,,,,86592,104512,148160,,106016
1592771037500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771038000,,,,,,,,,,,,,,,,,,,134176,,,,,,,,,,,,,,,,,,,,90912,,,,,,,,,,,
1592771038500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771039000,,,,,,,,,,,,84224,,,,,,,,,,,,88928,,,86624,70752,,,,,,,,,,,,100704,102016,,,,72416,,,,,
1592771039500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771040000,,,,,,,,98944,,,145280,,,,,130368,,,,,,,,,,,,,,,,99136,,,141216,147232,,114144,,,,,,,,,,,,
1592771040500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771041000,,86080,,,,,,,91264,,,,,,,,,,,154464,,,144704,,,137824,,,121888,,102912,,,,,,,,,,,,157248,148352,,,,,125504,
1592771041500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771042000,,,112512,159840,87904,,88736,,,115712,,,115072,114912,81344,,114272,85600,,,113152,114496,,,115552,,,,,,,,113920,75680,,,84256,,,,,114496,,,,99200,114496,81824,,118112
1592771042500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771043000,134336,,,,,143584,,,,,,,,,,,,,143712,,,,,,,,,,,,,,,,,,,,100672,,,,,,,,,,,
1592771043500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771044000,,,,,,,,,,,,90048,,,,,,,,,,,,95744,,,,87296,,82176,,,,,,,,,,114368,89440,,,,91808,,,,,
1592771044500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771045000,,,,,,,,113888,,,93472,,,,,85216,,,,,,,,,,,100256,,,,,112576,,,,88096,,85568,,,,,,,,,,,,
1592771045500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771046000,,94976,,,,,,,85728,,,,,,,,,,,,,,,,,86688,,,82624,,86688,,,,83584,,,,,,,,,,,,,,,
1592771046500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771047000,,,117952,86112,87936,,72800,,,119872,,,120512,121376,87840,,83808,,,86272,,120032,85248,,121152,,,,,,,,122016,94464,,,90624,,,,,,90624,80704,,103232,121376,79296,69728,122656
1592771047500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771048000,81792,,,,,76896,,,,,,,,,,,,97312,82208,,,,,,,,,,,,,,,,,,,,81920,,,,,,,,,,,
1592771048500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771049000,,,,,,,,,,,,92320,,,,,,,,,,,,,,,,82816,,83488,,,,,,,,,,81728,103520,,,,105888,,,,,
1592771049500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771050000,,,,,,,,85184,,,,,,,,,,,,,,,,105024,,,86944,,,,,130592,,,,,,100928,,,,,,,,,,,,
1592771050500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771051000,,,,,,,,,85056,,107552,,,,,97952,,,,,,,,,,,,,97568,,99488,,,,98304,102176,,,,,,,,,,,,,,
1592771051500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771052000,,95456,125632,89312,102784,,86336,,,127552,,,129120,128192,101280,,,,,83072,,129120,98048,,128832,100128,,,,,,,127552,,,,104064,,,,,,105888,69888,,110912,130400,105728,73344,130752
1592771052500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771053000,82688,,,,,135488,,,,,,,,,,,79072,92640,93088,,,,,,,,,,,,,,,96640,,,,,83520,,,,,,,,,,,
1592771053500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771054000,,,,,,,,,,,,102752,,,,,,,,,101728,,,,,,,83264,,95904,,,,,,,,,,96000,108640,66656,,,,,,,,
1592771054500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771055000,,,,,,,,101504,,,,,,,,,,,,,,,,109504,,,102944,,,,,131552,,,,,,,,,,,,,113312,,,,,
1592771055500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771056000,,,,,,,,,88640,,120480,,,,,87936,,,,,,,,,,,,,,,109792,,,,109888,113632,,110080,,,,,,,,,,,,
1592771056500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771057000,,93568,74752,109248,111424,,88160,,,79808,,,78720,79808,108704,,,,,108704,,76800,110944,,79808,113216,,,106080,,,,78720,,,,111904,,,,,,117472,107456,,,80480,107904,90336,81248
1592771057500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771058000,87520,,,,,81728,,,,,,,,,,,106784,98048,88640,,,,,,,,,,,,,,,95520,,,,,,,,,,,,,,,,
1592771058500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771059000,,,,,,,,,,,,68704,,,,,,,,,101088,,,,,,,87712,,107872,,,,,,,,,88224,,,65312,,,,119264,,,,
1592771059500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771060000,,,,,,,,,,,,,,,,,,,,,,,,118976,,,121056,,,,,143360,,,,,,,,99456,112096,,,,113792,,,,,
1592771060500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771061000,,,,,,,,104032,,,123680,,,,,111744,,,,,,,,,,,,,,,,,,,109376,113504,,113920,,,,,,,,,,,,
1592771061500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771062000,,98048,,,,,,,95264,,,,79328,,,,,,,111104,,80000,111104,,,109120,,,110240,,114816,,,,,,,,,,,,120192,108928,,,,,91072,
1592771062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771063000,92928,,78880,109024,112128,90304,91520,,,82144,,,,81920,112320,,115328,101600,93344,,,,,,81920,,,,,,,,80640,99328,,,113440,,,,,,,,,,82144,116640,,83200
1592771063500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771064000,,,,,,,,,,,,73344,,,,,,,,,72320,,,,,,,92416,,95712,,,,,,,,,92928,,,72704,,,,97696,,,,
1592771064500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771065000,,,,,,,,,,,,,,,,,,,,,,,,126880,,,130176,,,,,,,,,,,,,107552,120416,,,,122976,,,,,
1592771065500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771066000,,,,,,,,112320,,,132064,,,,,121984,,,,,,,,,,,,,,,,151808,,,118176,123584,,122880,,,,,,,,,,,,
1592771066500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771067000,,103104,88384,118560,,,,,100864,89600,,,89216,91104,,,,,,119840,,89664,119360,,90944,119520,,,117856,,124288,,,,,,,,,,,,130560,118112,,,90944,125152,94208,91040
1592771067500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771068000,96320,,,,122368,97056,95776,,,,,,,,121280,,100320,107136,97600,,,,,,,,,,,,,,90240,104000,,,124384,,,,,,,,,,,,,
1592771068500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771069000,,,,,,,,,,,,76960,,,,,,,,,76576,,,,,,,,,,,,,,,,,,98464,,,76960,,,,66432,,,,
1592771069500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771070000,,,,,,,,,,,,,,,,,,,,,,,,,,,136832,96672,,101312,,,,,,,,,,117504,130208,,,,131040,,,,,
1592771070500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771071000,,,,,,,,120992,,,141728,,,,,129216,,,,,,,,,,,,,,,,98432,,,127488,131616,,131392,,,,,,,,,,,,
1592771071500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771072000,,70112,,,,,,,105024,,,,,,,,,,,,,,128352,81280,,129760,,,126368,,132640,,,,,,,,,,,,,,,,,,,
1592771072500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771073000,101024,,123680,126432,129600,,87360,,,121952,,,95552,139584,129632,,116160,112736,,129632,,96832,,,136704,,,,,,,,97280,108640,,,130912,,,,,,140640,126560,,,96832,135520,98240,129504
1592771073500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771074000,,,,,,110944,,,,,,,,,,,,,103808,,102048,,,,,,,,,,,,,,,,,,103872,,,81024,,,,87200,,,,
1592771074500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771075000,,,,,,,,,,,,106624,,,,,,,,,,,,,,,,102016,,105312,,,,,,,,,,125888,139552,,,,70848,,,,,
1592771075500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771076000,,,,,,,,109952,,,153024,,,,,143520,,,,,,,,,,,92256,,,,,109024,,,137600,144288,,75968,,,,,,,,,,,,
1592771076500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771077000,,81184,,,,,,,77344,,,,104512,,,,,,,,,104512,138336,96128,,140288,,,137376,,72736,,,,,,,,,,,,,,,,,,,
1592771077500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771078000,,,88768,137440,139744,,96320,,,82144,,,,86624,138976,,126368,84352,,138976,,,,,78816,,,,,,,,110880,81600,,,71008,,,,,,151680,137408,,,105952,80992,105312,78304
1592771078500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771079000,107008,,,,,119904,,,,,,,,,,,,,108448,,,,,,,,,,,,,,,,,,,,107168,,,84864,,,,96192,,,,
1592771079500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771080000,,,,,,,,,,,,75680,,,,,,,,,110880,,,,,,,106656,,72064,,,,,,,,,,136352,84128,,,,85120,,,,,
1592771080500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771081000,,,,,,,,125088,,,,,,,,92608,,,,,,,,,,,79328,,,,,119392,,,,,,96224,,,,,,,,,,,,
1592771081500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771082000,,,,,,,,,83168,,97664,,,,,,,,,,,,,104480,,,,,82432,,87200,,,,83168,88800,,,,,,,,,,,,,,
1592771082500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771083000,,85664,102208,83616,84960,,78464,,,95808,,,112192,99200,84832,,,,,84992,,113056,84832,,97312,84800,,,,,,,125600,,,,87456,,,,,,96736,82400,,,113696,90592,73120,96032
1592771083500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771084000,78624,,,,,130368,,,,,,,,,,,87648,88832,80768,,,,,,,,,,,,,,,86080,,,,,80128,,,,,,,,,,,
1592771084500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771085000,,,,,,,,,,,,88640,,,,,,,,,84224,,,,,,,78976,,83616,,,,,,,,,,79616,94528,88064,,,94720,105792,,,,
1592771085500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771086000,,,,,,,,93984,,,,,,,,,,,,,,,,,,,98560,,,,,129600,,,,,,112384,,,,,,,,,,,,
1592771086500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771087000,,,,,,,,,86944,,108672,,,,,107328,,,,,,,,,,,,,91584,,96800,,,,91456,97056,,,,,,,,,,,,,,
1592771087500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771088000,,90304,,91232,,,,,,,,,119872,,,,,,,93792,,119456,93152,114400,,94368,,,,,,,,,,,,,,,,,107104,91840,,,120736,99072,80544,
1592771088500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771089000,83744,,116032,,93728,137824,90432,,,110272,,,,113664,93312,,76992,92864,85248,,,,,,110720,,,,,,,,137760,90336,,,95232,,85248,,,,,,,,,,,109856
1592771089500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771090000,,,,,,,,,,,,98624,,,,,,,,,93184,,,,,,,84096,,86272,,,,,,,,,,89184,102688,92064,,,,86656,,,,
1592771090500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771091000,,,,,,,,105696,,,,,,,,,,,,,,,,,,,112160,,,,,140128,,,,,,,,,,,,,104160,,,,,
1592771091500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771092000,,,,,,,,,91840,,120096,,,,,89600,,,,,,,,,,,,,,,107040,,,,99552,106496,,123936,,,,,,,,,,,,
1592771092500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771093000,,95040,72992,101472,103264,,,,,81696,,,128832,87232,103392,,,,,103392,,127136,105152,85984,88128,103552,,,102464,,,,,,,,104832,,,,,,117216,101856,,,129472,108512,86304,85344
1592771093500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771094000,89344,,,,,84960,99584,,,,,,,,,,89312,97344,90144,,,,,,,,,,,,,,77344,94816,,,,,,,,,,,,,,,,
1592771094500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771095000,,,,,,,,,,,,106112,,,,,,,,,101248,,,,,,,87712,,90528,,,,,,,,,88864,,,95520,,,,94464,,,,
1592771095500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771096000,,,,,,,,,,,,,,,,,,,,,,,,,,,126240,,,,,151648,,,,,,,,98848,111008,,,,113120,,,,,
1592771096500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771097000,,,,,,,,132320,,,129984,,,,,105568,,,,,,,,,,,,,,,,,,,109312,116256,,92640,,,,,,,,,,,,
1592771097500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771098000,,96256,,111680,,,,,96320,,,,73856,,,,,,,112736,,72032,113152,101280,,113728,,,111584,,114880,,,,,,,,,,,,127648,110560,,,75296,129696,91424,
1592771098500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771099000,93504,,93664,,113152,106464,117216,,,96384,,,,101824,113600,,99872,101088,,,,,,,103776,,,,,,,,95424,100192,,,116000,,,,,,,,,,,,,101216
1592771099500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771100000,,,,,,,,,,,,,,,,,,,95488,,,,,,,,,,,,,,,,,,,,95072,,,65312,,,,104992,,,,
1592771100500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771101000,,,,,,,,,,,,87776,,,,,,,,,81792,,,,,,,93920,,95872,,,,,,,,,,82656,110752,,,,,,,,,
1592771101500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85024,,,,,
1592771102500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771103000,,,,,,,,137792,,,,,,,,,,,,,,,,,,,124704,,,,,118080,,,,,,,,,,,,,,,,,,
1592771103500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771104000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771104500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771105000,,,,,,,,,,,140160,,,,,131744,,,,,,,,,,,,,,,,,,,129472,122656,,136640,,,,,,,,,,,,
1592771105500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771106000,,133056,,,,,,,108064,,,,101312,,,,,,,,,91968,105824,91968,,108960,,,129952,,118624,,,,,,,,,,,,122400,102656,,,115520,,,
1592771106500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771107000,,,121760,79296,117920,,99136,,,144416,,,,129152,115552,,,,,111168,,,,,162304,,,,,,,,133632,,,,127808,,,,,,,,,,,172736,83232,140096
1592771107500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771108000,110496,,,,,79680,,,,,,,,,,,107904,118976,97344,,,,,,,,,,,,,,,107360,,,,,91808,,,93216,,,,,,,,
1592771108500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771109000,,126144,,,,,,152416,108512,,164224,104832,113216,,,159680,,,,,188416,104224,,88992,,139936,114688,109504,80160,104064,170816,124896,,,83680,144224,,118560,,150272,140288,,157952,141856,119296,167872,121856,,,
1592771109500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771110000,98304,,130240,135968,132000,118528,108256,,,118720,,,,148832,144064,,138976,118784,105536,98624,,,108832,,157312,,,,,,,,136256,80576,,,140704,,118176,,,97536,,,,,,152864,92064,136288
1592771110500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771111000,,,,,,,,,,,,106400,,,,,,,,,179936,,,,,,,105312,,108928,,,,,,,,,,155200,83968,,,,,161504,,,,
1592771111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771112000,,,,,,,,,,,,,,,,,,,,,,,,,,,124096,,,,,134944,,,,,,,,,,,,,,,,,,
1592771112500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771113000,,,,,,,,109504,97792,,113696,,,,,110784,,,,,,,,,,,,,94432,,82368,,,,99104,111424,,161152,,,,,,,86464,,,,,
1592771113500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771114000,,149504,,160352,,,,,,131072,,,113120,,,,,,,88608,,115200,,91712,153408,83936,,,,,,,,,,,,,,,,,166496,150144,,,102336,150400,97664,154624
1592771114500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771115000,,,145760,,150368,,94464,,,,,,,167040,91840,,125344,88256,,,,,,,,,,,,,,,143008,,,,90688,,,,,,,,,,,,,
1592771115500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771116000,80416,,,,,130400,,,,,,78688,,,,,,,89184,,187776,,113408,,,,,99552,,113184,,,,78880,,,,,131808,81696,94560,93024,,,,264192,,,,
1592771116500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771117000,,,,,,,,111104,,,,,,,,,,,,,,,,,,,91040,,,,,140320,,,,,,,,,,,,,,,,,,
1592771117500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771118000,,,,,,,,,,,,,,,,78464,,,,,,,,,,,,,,,,,,,,,,87648,,,,,,,,,,,,
1592771118500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771119000,,,,,,,,,,,126368,,,,,,,,,,,,,,,,,,,,,,,,98656,129856,,,,,,,,,,,,,,
1592771119500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771120500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771121000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771121500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771122000,,163456,,,,,,,112576,,,,124608,,,,,,,,,140480,,96192,,93376,,,101888,,84064,,,,,,,,,,,,,102400,120480,,123296,,,
1592771122500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771123000,,,186240,203936,102976,,99936,,,156000,,,,86240,99744,,,,,93952,,,,,160096,,,,,,,,200288,,,,119456,,,,,,136896,,,,,174016,117344,176992
1592771123500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771124000,94112,,,,,,,,,,,,,,,,95232,145856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771124500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
