"Time","Device","Duration","State"
1592771116000,172.20.0.30,20017,0
1592771117000,172.20.0.30,5088,0
1592771118000,172.20.0.30,403,1
1592771119000,172.20.0.30,20036,0
1592771120000,172.20.0.30,365,0
1592771121000,172.20.0.30,20028,0
1592771122000,172.20.0.30,20004,0
1592771123000,172.20.0.30,20002,0
1592771133000,172.20.0.30,20002,0
1592771204000,172.20.0.30,317,0
1592771210000,172.20.0.30,233,0
1592771213000,172.20.0.30,679,1
1592771215000,172.20.0.30,383,0
1592771218000,172.20.0.30,342,1
1592771223000,172.20.0.30,320,1
1592771224000,172.20.0.30,271,0
1592771225000,172.20.0.30,20007,0
1592771226000,172.20.0.30,366,1
1592771228000,172.20.0.30,20007,0
1592771229000,172.20.0.30,20004,0
1592771230000,172.20.0.30,20002,0
1592771244000,172.20.0.30,15,0
1592771310000,172.20.0.30,20001,0
1592771314000,172.20.0.30,20001,0
1592771316000,172.20.0.30,20001,0
1592771317000,172.20.0.30,20009,0
1592771319000,172.20.0.30,20002,0
1592771320000,172.20.0.30,20003,0
1592771321000,172.20.0.30,20003,0
1592771323000,172.20.0.30,20002,0
1592770981000,172.20.0.31,362,1
1592771012000,172.20.0.31,309,1
1592771052000,172.20.0.31,306,1
1592771072000,172.20.0.31,342,1
1592771100000,172.20.0.31,322,1
1592771101000,172.20.0.31,380,0
1592771102000,172.20.0.31,681,1
1592771104000,172.20.0.31,1062,1
1592771105000,172.20.0.31,1141,0
1592771106000,172.20.0.31,1345,0
1592771107000,172.20.0.31,1345,0
1592771108000,172.20.0.31,742,0
1592771112000,172.20.0.31,308,1
1592771114000,172.20.0.31,20014,0
1592771115000,172.20.0.31,20002,0
1592771116000,172.20.0.31,20019,0
1592771117000,172.20.0.31,301,1
1592771118000,172.20.0.31,419,1
1592771119000,172.20.0.31,20037,0
1592771120000,172.20.0.31,307,0
1592771121000,172.20.0.31,20030,0
1592771122000,172.20.0.31,20005,0
1592771123000,172.20.0.31,20002,0
1592771149000,172.20.0.31,291,0
1592771150000,172.20.0.31,332,1
1592771151000,172.20.0.31,357,0
1592771152000,172.20.0.31,24,0
1592771153000,172.20.0.31,94,0
1592771154000,172.20.0.31,455,0
1592771155000,172.20.0.31,501,1
1592771156000,172.20.0.31,639,0
1592771157000,172.20.0.31,427,0
1592771158000,172.20.0.31,368,0
1592771159000,172.20.0.31,252,0
1592771167000,172.20.0.31,9718,0
1592771175000,172.20.0.31,20001,0
1592771176000,172.20.0.31,20000,0
1592771177000,172.20.0.31,20025,0
1592771179000,172.20.0.31,20010,0
1592771180000,172.20.0.31,20054,0
1592771205000,172.20.0.31,330,0
1592771215000,172.20.0.31,947,0
1592771218000,172.20.0.31,287,0
1592771229000,172.20.0.31,20004,0
1592771230000,172.20.0.31,20003,0
1592770981000,172.20.0.32,357,1
1592771012000,172.20.0.32,374,1
1592771071000,172.20.0.32,20014,0
1592771100000,172.20.0.32,340,1
1592771101000,172.20.0.32,479,0
1592771102000,172.20.0.32,243,0
1592771103000,172.20.0.32,831,1
1592771104000,172.20.0.32,1044,1
1592771105000,172.20.0.32,1031,1
1592771106000,172.20.0.32,1322,0
1592771107000,172.20.0.32,1367,0
1592771108000,172.20.0.32,993,0
1592771112000,172.20.0.32,303,1
1592771116000,172.20.0.32,20023,0
1592771117000,172.20.0.32,369,1
1592771118000,172.20.0.32,314,0
1592771119000,172.20.0.32,20038,0
1592771120000,172.20.0.32,331,0
1592771121000,172.20.0.32,20031,0
1592771122000,172.20.0.32,20004,0
1592771123000,172.20.0.32,20003,0
1592771149000,172.20.0.32,288,0
1592771151000,172.20.0.32,455,1
1592771158000,172.20.0.32,341,1
1592771159000,172.20.0.32,254,0
1592771175000,172.20.0.32,20002,0
1592771206000,172.20.0.32,359,0
1592771229000,172.20.0.32,20004,0
1592771230000,172.20.0.32,20005,0
1592771243000,172.20.0.32,13,0
1592771244000,172.20.0.32,276,0
1592770981000,172.20.0.33,324,1
1592771012000,172.20.0.33,317,1
1592771071000,172.20.0.33,20031,0
1592771103000,172.20.0.33,656,1
1592771104000,172.20.0.33,1034,1
1592771105000,172.20.0.33,1096,1
1592771106000,172.20.0.33,1333,0
1592771107000,172.20.0.33,1479,1
1592771108000,172.20.0.33,616,1
1592771112000,172.20.0.33,303,1
1592771116000,172.20.0.33,20059,0
1592771117000,172.20.0.33,379,1
1592771118000,172.20.0.33,364,1
1592771119000,172.20.0.33,20050,0
1592771121000,172.20.0.33,20043,0
1592771122000,172.20.0.33,20023,0
1592771123000,172.20.0.33,20007,0
1592771124000,172.20.0.33,20012,0
1592771125000,172.20.0.33,20014,0
1592771155000,172.20.0.33,660,0
1592771156000,172.20.0.33,647,0
1592771157000,172.20.0.33,439,0
1592771158000,172.20.0.33,297,0
1592771164000,172.20.0.33,386,1
1592771169000,172.20.0.33,413,1
1592771170000,172.20.0.33,302,1
1592771177000,172.20.0.33,20002,0
1592771179000,172.20.0.33,20011,0
1592771180000,172.20.0.33,20043,0
1592771204000,172.20.0.33,323,0
1592771211000,172.20.0.33,1040,0
1592771213000,172.20.0.33,667,0
1592771215000,172.20.0.33,393,0
1592771218000,172.20.0.33,296,0
1592771223000,172.20.0.33,331,1
1592771224000,172.20.0.33,21,0
1592771225000,172.20.0.33,317,0
1592771226000,172.20.0.33,324,0
1592771230000,172.20.0.33,20009,0
1592770981000,172.20.0.34,381,1
1592771012000,172.20.0.34,300,1
1592771071000,172.20.0.34,20036,0
1592771104000,172.20.0.34,1040,1
1592771105000,172.20.0.34,1100,0
1592771106000,172.20.0.34,1459,0
1592771107000,172.20.0.34,1389,0
1592771108000,172.20.0.34,598,0
1592771112000,172.20.0.34,365,0
1592771113000,172.20.0.34,275,0
1592771117000,172.20.0.34,39,0
1592771119000,172.20.0.34,20054,0
1592771121000,172.20.0.34,20049,0
1592771122000,172.20.0.34,20042,0
1592771123000,172.20.0.34,20018,0
1592771124000,172.20.0.34,20019,0
1592771125000,172.20.0.34,20020,0
1592771126000,172.20.0.34,20014,0
1592771156000,172.20.0.34,192,0
1592771157000,172.20.0.34,298,0
1592771158000,172.20.0.34,540,1
1592771164000,172.20.0.34,474,0
1592771178000,172.20.0.34,20008,0
1592771179000,172.20.0.34,20001,0
1592771180000,172.20.0.34,20045,0
1592771181000,172.20.0.34,20034,0
1592771187000,172.20.0.34,20002,0
1592771206000,172.20.0.34,366,0
1592771212000,172.20.0.34,1164,0
1592771214000,172.20.0.34,792,0
1592771215000,172.20.0.34,168,0
1592771218000,172.20.0.34,518,0
1592771219000,172.20.0.34,430,0
1592771220000,172.20.0.34,143,0
1592771225000,172.20.0.34,20009,0
1592770981000,172.20.0.35,380,1
1592771012000,172.20.0.35,333,1
1592771071000,172.20.0.35,20028,0
1592771103000,172.20.0.35,469,0
1592771104000,172.20.0.35,1071,1
1592771105000,172.20.0.35,1152,0
1592771106000,172.20.0.35,1363,0
1592771107000,172.20.0.35,1369,0
1592771108000,172.20.0.35,489,0
1592771116000,172.20.0.35,20056,0
1592771117000,172.20.0.35,283,1
1592771118000,172.20.0.35,371,1
1592771119000,172.20.0.35,20049,0
1592771120000,172.20.0.35,369,0
1592771121000,172.20.0.35,20040,0
1592771122000,172.20.0.35,20022,0
1592771123000,172.20.0.35,20005,0
1592771124000,172.20.0.35,20010,0
1592771125000,172.20.0.35,20013,0
1592771126000,172.20.0.35,20007,0
1592771154000,172.20.0.35,382,0
1592771155000,172.20.0.35,598,0
1592771156000,172.20.0.35,644,1
1592771157000,172.20.0.35,368,0
1592771158000,172.20.0.35,512,1
1592771164000,172.20.0.35,369,0
1592771169000,172.20.0.35,407,1
1592771170000,172.20.0.35,288,1
1592771177000,172.20.0.35,20001,0
1592771179000,172.20.0.35,20010,0
1592771180000,172.20.0.35,20056,0
1592771206000,172.20.0.35,355,0
1592771212000,172.20.0.35,1051,0
1592771213000,172.20.0.35,662,0
1592771215000,172.20.0.35,62,0
1592771218000,172.20.0.35,515,1
1592771219000,172.20.0.35,390,0
1592771220000,172.20.0.35,73,0
1592771230000,172.20.0.35,20007,0
1592771071000,172.20.0.36,20041,0
1592771103000,172.20.0.36,823,0
1592771105000,172.20.0.36,1236,0
1592771106000,172.20.0.36,1441,0
1592771107000,172.20.0.36,1303,1
1592771108000,172.20.0.36,649,1
1592771119000,172.20.0.36,20002,0
1592771120000,172.20.0.36,20003,0
1592771121000,172.20.0.36,20009,0
1592771123000,172.20.0.36,20001,0
1592771124000,172.20.0.36,20002,0
1592771125000,172.20.0.36,20001,0
1592771126000,172.20.0.36,20002,0
1592771207000,172.20.0.36,396,0
1592771209000,172.20.0.36,380,0
1592771224000,172.20.0.36,20002,0
1592771231000,172.20.0.36,312,1
1592771232000,172.20.0.36,423,1
1592771233000,172.20.0.36,296,1
1592771234000,172.20.0.36,334,1
1592771235000,172.20.0.36,294,0
1592771236000,172.20.0.36,280,0
1592771237000,172.20.0.36,360,1
1592771238000,172.20.0.36,443,0
1592771239000,172.20.0.36,489,0
1592771243000,172.20.0.36,10,0
1592771244000,172.20.0.36,323,0
1592771259000,172.20.0.36,20003,0
1592770981000,172.20.0.37,376,1
1592771012000,172.20.0.37,343,1
1592771071000,172.20.0.37,20022,0
1592771101000,172.20.0.37,486,0
1592771102000,172.20.0.37,675,1
1592771103000,172.20.0.37,1014,0
1592771104000,172.20.0.37,1043,1
1592771105000,172.20.0.37,1121,0
1592771106000,172.20.0.37,1077,0
1592771107000,172.20.0.37,1371,1
1592771108000,172.20.0.37,674,0
1592771116000,172.20.0.37,20035,0
1592771117000,172.20.0.37,390,1
1592771118000,172.20.0.37,376,1
1592771119000,172.20.0.37,20047,0
1592771120000,172.20.0.37,377,0
1592771121000,172.20.0.37,20036,0
1592771122000,172.20.0.37,20015,0
1592771123000,172.20.0.37,20009,0
1592771124000,172.20.0.37,20002,0
1592771126000,172.20.0.37,20002,0
1592771153000,172.20.0.37,69,0
1592771155000,172.20.0.37,716,0
1592771156000,172.20.0.37,662,0
1592771157000,172.20.0.37,226,0
1592771158000,172.20.0.37,474,1
1592771159000,172.20.0.37,389,0
1592771169000,172.20.0.37,425,1
1592771170000,172.20.0.37,321,0
1592771171000,172.20.0.37,433,1
1592771172000,172.20.0.37,305,0
1592771174000,172.20.0.37,292,1
1592771175000,172.20.0.37,334,0
1592771176000,172.20.0.37,20015,0
1592771177000,172.20.0.37,20001,0
1592771183000,172.20.0.37,20000,0
1592771204000,172.20.0.37,299,0
1592771214000,172.20.0.37,657,0
1592771217000,172.20.0.37,481,0
1592771218000,172.20.0.37,332,0
1592771223000,172.20.0.37,322,1
1592771224000,172.20.0.37,286,0
1592771225000,172.20.0.37,319,0
1592771229000,172.20.0.37,20006,0
1592771230000,172.20.0.37,20007,0
1592770981000,172.20.0.38,365,1
1592771012000,172.20.0.38,325,1
1592771071000,172.20.0.38,20023,0
1592771101000,172.20.0.38,378,1
1592771102000,172.20.0.38,678,1
1592771103000,172.20.0.38,673,1
1592771104000,172.20.0.38,1054,1
1592771105000,172.20.0.38,1132,0
1592771106000,172.20.0.38,1308,0
1592771107000,172.20.0.38,1409,0
1592771108000,172.20.0.38,798,0
1592771116000,172.20.0.38,20042,0
1592771117000,172.20.0.38,355,1
1592771118000,172.20.0.38,342,1
1592771119000,172.20.0.38,20047,0
1592771120000,172.20.0.38,311,0
1592771121000,172.20.0.38,20038,0
1592771122000,172.20.0.38,20019,0
1592771123000,172.20.0.38,20014,0
1592771124000,172.20.0.38,20004,0
1592771126000,172.20.0.38,20003,0
1592771153000,172.20.0.38,276,0
1592771154000,172.20.0.38,447,0
1592771155000,172.20.0.38,578,0
1592771156000,172.20.0.38,649,0
1592771157000,172.20.0.38,371,0
1592771158000,172.20.0.38,206,0
1592771159000,172.20.0.38,393,0
1592771166000,172.20.0.38,271,1
1592771168000,172.20.0.38,298,0
1592771176000,172.20.0.38,20016,0
1592771179000,172.20.0.38,20010,0
1592771180000,172.20.0.38,20054,0
1592771205000,172.20.0.38,339,1
1592771212000,172.20.0.38,1221,0
1592771214000,172.20.0.38,712,0
1592771215000,172.20.0.38,136,0
1592771218000,172.20.0.38,509,0
1592771219000,172.20.0.38,72,0
1592771230000,172.20.0.38,20007,0
1592771072000,172.20.0.39,339,1
1592771103000,172.20.0.39,825,0
1592771105000,172.20.0.39,1006,0
1592771106000,172.20.0.39,1360,0
1592771107000,172.20.0.39,1340,1
1592771108000,172.20.0.39,649,1
1592771114000,172.20.0.39,20029,0
1592771115000,172.20.0.39,20010,0
1592771116000,172.20.0.39,20017,0
1592771119000,172.20.0.39,20005,0
1592771120000,172.20.0.39,20008,0
1592771121000,172.20.0.39,20013,0
1592771123000,172.20.0.39,20006,0
1592771124000,172.20.0.39,20013,0
1592771125000,172.20.0.39,20004,0
1592771126000,172.20.0.39,20003,0
1592771158000,172.20.0.39,921,0
1592771164000,172.20.0.39,354,0
1592771171000,172.20.0.39,33,0
1592771172000,172.20.0.39,22,0
1592771174000,172.20.0.39,38,0
1592771175000,172.20.0.39,335,0
1592771176000,172.20.0.39,22,0
1592771177000,172.20.0.39,111,0
1592771178000,172.20.0.39,31,0
1592771179000,172.20.0.39,20013,0
1592771181000,172.20.0.39,1162,0
1592771182000,172.20.0.39,1152,0
1592771189000,172.20.0.39,20003,0
1592771190000,172.20.0.39,20012,0
1592771191000,172.20.0.39,20027,0
1592771192000,172.20.0.39,20037,0
1592771206000,172.20.0.39,340,0
1592771207000,172.20.0.39,353,0
1592771209000,172.20.0.39,371,0
1592771211000,172.20.0.39,303,0
1592771214000,172.20.0.39,671,1
1592771215000,172.20.0.39,421,0
1592771219000,172.20.0.39,351,1
1592771222000,172.20.0.39,312,0
1592771224000,172.20.0.39,20003,0
1592771230000,172.20.0.39,20000,0
1592770981000,172.20.0.40,327,1
1592771012000,172.20.0.40,351,1
1592771071000,172.20.0.40,20033,0
1592771103000,172.20.0.40,1013,1
1592771105000,172.20.0.40,1183,0
1592771106000,172.20.0.40,1381,0
1592771107000,172.20.0.40,1346,0
1592771108000,172.20.0.40,753,0
1592771112000,172.20.0.40,282,1
1592771117000,172.20.0.40,369,1
1592771118000,172.20.0.40,368,1
1592771119000,172.20.0.40,20051,0
1592771120000,172.20.0.40,361,0
1592771121000,172.20.0.40,20046,0
1592771122000,172.20.0.40,20024,0
1592771123000,172.20.0.40,20012,0
1592771124000,172.20.0.40,20011,0
1592771125000,172.20.0.40,20017,0
1592771126000,172.20.0.40,20004,0
1592771205000,172.20.0.40,340,1
1592771212000,172.20.0.40,1253,0
1592771215000,172.20.0.40,883,0
1592771216000,172.20.0.40,75,0
1592771218000,172.20.0.40,451,0
1592770981000,172.20.0.41,396,1
1592771012000,172.20.0.41,374,1
1592771071000,172.20.0.41,20035,0
1592771104000,172.20.0.41,1034,1
1592771105000,172.20.0.41,1123,0
1592771106000,172.20.0.41,1294,0
1592771107000,172.20.0.41,1337,0
1592771108000,172.20.0.41,848,0
1592771117000,172.20.0.41,288,1
1592771118000,172.20.0.41,396,1
1592771119000,172.20.0.41,20053,0
1592771121000,172.20.0.41,505,1
1592771122000,172.20.0.41,20038,0
1592771123000,172.20.0.41,20015,0
1592771124000,172.20.0.41,20014,0
1592771125000,172.20.0.41,20019,0
1592771126000,172.20.0.41,20000,0
1592771157000,172.20.0.41,654,0
1592771158000,172.20.0.41,324,1
1592771164000,172.20.0.41,344,0
1592771204000,172.20.0.41,300,0
1592771210000,172.20.0.41,283,0
1592771214000,172.20.0.41,682,1
1592771215000,172.20.0.41,398,0
1592771218000,172.20.0.41,312,0
1592771223000,172.20.0.41,326,0
1592771224000,172.20.0.41,267,0
1592771225000,172.20.0.41,321,0
1592771071000,172.20.0.42,20038,0
1592771103000,172.20.0.42,1007,1
1592771105000,172.20.0.42,1053,0
1592771106000,172.20.0.42,1297,0
1592771107000,172.20.0.42,1329,0
1592771108000,172.20.0.42,677,0
1592771112000,172.20.0.42,383,1
1592771117000,172.20.0.42,20075,0
1592771118000,172.20.0.42,409,1
1592771119000,172.20.0.42,20055,0
1592771120000,172.20.0.42,374,0
1592771121000,172.20.0.42,20051,0
1592771122000,172.20.0.42,556,1
1592771123000,172.20.0.42,20018,0
1592771124000,172.20.0.42,20021,0
1592771125000,172.20.0.42,20022,0
1592771126000,172.20.0.42,20018,0
1592771207000,172.20.0.42,172,0
1592771208000,172.20.0.42,121,0
1592771209000,172.20.0.42,321,0
1592771211000,172.20.0.42,350,0
1592771214000,172.20.0.42,629,1
1592771215000,172.20.0.42,313,0
1592771224000,172.20.0.42,20010,0
1592771072000,172.20.0.43,354,1
1592771103000,172.20.0.43,825,0
1592771105000,172.20.0.43,1092,0
1592771107000,172.20.0.43,1450,0
1592771108000,172.20.0.43,345,1
1592771114000,172.20.0.43,20028,0
1592771115000,172.20.0.43,389,1
1592771116000,172.20.0.43,20008,0
1592771119000,172.20.0.43,20000,0
1592771120000,172.20.0.43,20004,0
1592771121000,172.20.0.43,20010,0
1592771123000,172.20.0.43,20003,0
1592771124000,172.20.0.43,20004,0
1592771125000,172.20.0.43,20002,0
1592771126000,172.20.0.43,20002,0
1592771158000,172.20.0.43,632,1
1592771164000,172.20.0.43,377,0
1592771179000,172.20.0.43,20013,0
1592771180000,172.20.0.43,20047,0
1592771181000,172.20.0.43,20037,0
1592771207000,172.20.0.43,174,0
1592771208000,172.20.0.43,127,0
1592771211000,172.20.0.43,298,0
1592771214000,172.20.0.43,685,0
1592771215000,172.20.0.43,403,0
1592771218000,172.20.0.43,315,0
1592771223000,172.20.0.43,379,0
1592771224000,172.20.0.43,20013,0
1592771307000,172.20.0.43,428,0
1592771308000,172.20.0.43,434,0
1592771318000,172.20.0.43,599,0
1592771319000,172.20.0.43,539,0
1592771320000,172.20.0.43,115,0
1592771072000,172.20.0.44,349,1
1592771105000,172.20.0.44,1086,0
1592771106000,172.20.0.44,1224,0
1592771107000,172.20.0.44,1348,1
1592771108000,172.20.0.44,26,0
1592771113000,172.20.0.44,322,1
1592771114000,172.20.0.44,304,1
1592771115000,172.20.0.44,20010,0
1592771116000,172.20.0.44,20014,0
1592771119000,172.20.0.44,20005,0
1592771120000,172.20.0.44,20006,0
1592771121000,172.20.0.44,20013,0
1592771123000,172.20.0.44,20005,0
1592771124000,172.20.0.44,20006,0
1592771125000,172.20.0.44,20004,0
1592771126000,172.20.0.44,20002,0
1592771158000,172.20.0.44,431,0
1592771161000,172.20.0.44,4579,0
1592771164000,172.20.0.44,268,0
1592771203000,172.20.0.44,16,0
1592771207000,172.20.0.44,173,0
1592771208000,172.20.0.44,154,0
1592771214000,172.20.0.44,697,0
1592771218000,172.20.0.44,306,0
1592771220000,172.20.0.44,73,0
1592771072000,172.20.0.45,329,1
1592771105000,172.20.0.45,1064,0
1592771106000,172.20.0.45,1511,0
1592771107000,172.20.0.45,1458,0
1592771108000,172.20.0.45,310,1
1592771109000,172.20.0.45,348,1
1592771111000,172.20.0.45,442,0
1592771114000,172.20.0.45,20027,0
1592771115000,172.20.0.45,20002,0
1592771116000,172.20.0.45,20007,0
1592771119000,172.20.0.45,20000,0
1592771120000,172.20.0.45,20004,0
1592771121000,172.20.0.45,20009,0
1592771123000,172.20.0.45,20002,0
1592771124000,172.20.0.45,20003,0
1592771125000,172.20.0.45,20001,0
1592771126000,172.20.0.45,20001,0
1592771158000,172.20.0.45,793,1
1592771164000,172.20.0.45,379,0
1592771179000,172.20.0.45,20002,0
1592771180000,172.20.0.45,20046,0
1592771181000,172.20.0.45,20035,0
1592771207000,172.20.0.45,384,0
1592771208000,172.20.0.45,346,0
1592771212000,172.20.0.45,13144,0
1592771214000,172.20.0.45,679,0
1592771215000,172.20.0.45,146,0
1592771217000,172.20.0.45,437,0
1592771072000,172.20.0.46,350,1
1592771105000,172.20.0.46,1080,0
1592771106000,172.20.0.46,666,0
1592771107000,172.20.0.46,1388,1
1592771108000,172.20.0.46,312,1
1592771109000,172.20.0.46,333,1
1592771111000,172.20.0.46,393,0
1592771112000,172.20.0.46,286,1
1592771114000,172.20.0.46,20044,0
1592771115000,172.20.0.46,20012,0
1592771116000,172.20.0.46,20018,0
1592771119000,172.20.0.46,20006,0
1592771120000,172.20.0.46,20008,0
1592771121000,172.20.0.46,20015,0
1592771123000,172.20.0.46,20007,0
1592771124000,172.20.0.46,20013,0
1592771125000,172.20.0.46,20005,0
1592771126000,172.20.0.46,20003,0
1592771131000,172.20.0.46,20043,0
1592771207000,172.20.0.46,380,0
1592771208000,172.20.0.46,341,0
1592771209000,172.20.0.46,326,0
1592771212000,172.20.0.46,1143,0
1592771214000,172.20.0.46,711,0
1592771215000,172.20.0.46,118,0
1592771217000,172.20.0.46,432,0
1592771218000,172.20.0.46,313,0
1592771220000,172.20.0.46,84,0
1592771224000,172.20.0.46,20002,0
1592770981000,172.20.0.47,393,1
1592771012000,172.20.0.47,375,1
1592771071000,172.20.0.47,20031,0
1592771102000,172.20.0.47,690,1
1592771103000,172.20.0.47,477,0
1592771106000,172.20.0.47,1548,0
1592771107000,172.20.0.47,1343,0
1592771108000,172.20.0.47,761,0
1592771116000,172.20.0.47,20061,0
1592771117000,172.20.0.47,313,1
1592771118000,172.20.0.47,388,1
1592771119000,172.20.0.47,20050,0
1592771120000,172.20.0.47,349,0
1592771121000,172.20.0.47,20043,0
1592771122000,172.20.0.47,20026,0
1592771123000,172.20.0.47,20011,0
1592771124000,172.20.0.47,20012,0
1592771125000,172.20.0.47,20015,0
1592771155000,172.20.0.47,551,1
1592771156000,172.20.0.47,856,0
1592771157000,172.20.0.47,256,0
1592771158000,172.20.0.47,366,1
1592771164000,172.20.0.47,337,0
1592771169000,172.20.0.47,418,0
1592771170000,172.20.0.47,531,1
1592771171000,172.20.0.47,480,1
1592771177000,172.20.0.47,20023,0
1592771178000,172.20.0.47,20000,0
1592771187000,172.20.0.47,14970,0
1592771206000,172.20.0.47,446,0
1592771214000,172.20.0.47,801,0
1592771215000,172.20.0.47,848,0
1592771218000,172.20.0.47,537,0
1592771219000,172.20.0.47,453,0
1592771220000,172.20.0.47,113,0
1592771307000,172.20.0.47,20006,0
1592770981000,172.20.0.48,305,1
1592771012000,172.20.0.48,351,1
1592771071000,172.20.0.48,20026,0
1592771103000,172.20.0.48,659,1
1592771104000,172.20.0.48,1034,1
1592771105000,172.20.0.48,1108,0
1592771106000,172.20.0.48,1154,0
1592771107000,172.20.0.48,1338,0
1592771108000,172.20.0.48,718,0
1592771112000,172.20.0.48,295,1
1592771116000,172.20.0.48,20044,0
1592771117000,172.20.0.48,352,1
1592771118000,172.20.0.48,411,1
1592771119000,172.20.0.48,20048,0
1592771121000,172.20.0.48,20040,0
1592771122000,172.20.0.48,20020,0
1592771123000,172.20.0.48,20003,0
1592771124000,172.20.0.48,20006,0
1592771125000,172.20.0.48,20012,0
1592771154000,172.20.0.48,374,0
1592771155000,172.20.0.48,782,0
1592771156000,172.20.0.48,652,0
1592771157000,172.20.0.48,419,0
1592771158000,172.20.0.48,320,1
1592771164000,172.20.0.48,352,0
1592771171000,172.20.0.48,409,1
1592771172000,172.20.0.48,293,1
1592771174000,172.20.0.48,41,0
1592771175000,172.20.0.48,316,0
1592771176000,172.20.0.48,20,0
1592771177000,172.20.0.48,382,0
1592771204000,172.20.0.48,318,0
1592771212000,172.20.0.48,1324,0
1592771214000,172.20.0.48,696,0
1592771215000,172.20.0.48,116,0
1592771218000,172.20.0.48,513,1
1592771230000,172.20.0.48,20007,0
1592771072000,172.20.0.49,331,1
1592771103000,172.20.0.49,478,0
1592771105000,172.20.0.49,1005,1
1592771106000,172.20.0.49,1484,0
1592771107000,172.20.0.49,1424,1
1592771114000,172.20.0.49,20028,0
1592771115000,172.20.0.49,20003,0
1592771116000,172.20.0.49,20009,0
1592771119000,172.20.0.49,20001,0
1592771120000,172.20.0.49,20005,0
1592771121000,172.20.0.49,20011,0
1592771123000,172.20.0.49,20003,0
1592771124000,172.20.0.49,20005,0
1592771125000,172.20.0.49,20003,0
1592771126000,172.20.0.49,20003,0
1592771158000,172.20.0.49,364,1
1592771168000,172.20.0.49,4935,0
1592771187000,172.20.0.49,20001,0
1592771207000,172.20.0.49,399,0
1592771209000,172.20.0.49,389,0
1592771212000,172.20.0.49,1248,0
1592771214000,172.20.0.49,696,0
1592771215000,172.20.0.49,116,0
1592771218000,172.20.0.49,457,0
1592771219000,172.20.0.49,347,0
1592771223000,172.20.0.49,338,1
1592771224000,172.20.0.49,20003,0
1592770981000,172.20.0.50,329,1
1592771012000,172.20.0.50,338,1
1592771071000,172.20.0.50,20033,0
1592771104000,172.20.0.50,1049,1
1592771105000,172.20.0.50,1105,0
1592771106000,172.20.0.50,1411,0
1592771107000,172.20.0.50,1344,0
1592771108000,172.20.0.50,553,0
1592771112000,172.20.0.50,318,1
1592771117000,172.20.0.50,289,1
1592771118000,172.20.0.50,321,0
1592771119000,172.20.0.50,20052,0
1592771120000,172.20.0.50,131,0
1592771121000,172.20.0.50,20047,0
1592771122000,172.20.0.50,20038,0
1592771123000,172.20.0.50,20015,0
1592771124000,172.20.0.50,20013,0
1592771125000,172.20.0.50,20018,0
1592771126000,172.20.0.50,20006,0
1592771155000,172.20.0.50,401,0
1592771157000,172.20.0.50,611,0
1592771158000,172.20.0.50,287,0
1592771164000,172.20.0.50,410,0
1592771177000,172.20.0.50,20026,0
1592771178000,172.20.0.50,20015,0
1592771179000,172.20.0.50,20011,0
1592771205000,172.20.0.50,335,1
1592771213000,172.20.0.50,609,0
1592771215000,172.20.0.50,337,0
1592771218000,172.20.0.50,344,1
1592771223000,172.20.0.50,337,1
1592771224000,172.20.0.50,323,0
1592771225000,172.20.0.50,264,0
1592771226000,172.20.0.50,331,0
1592770981000,172.20.0.51,388,1
1592771012000,172.20.0.51,331,1
1592771071000,172.20.0.51,20029,0
1592771102000,172.20.0.51,668,0
1592771103000,172.20.0.51,473,0
1592771104000,172.20.0.51,1066,1
1592771106000,172.20.0.51,1547,0
1592771107000,172.20.0.51,1394,0
1592771108000,172.20.0.51,741,0
1592771116000,172.20.0.51,20058,0
1592771117000,172.20.0.51,376,1
1592771118000,172.20.0.51,396,1
1592771119000,172.20.0.51,20050,0
1592771121000,172.20.0.51,361,0
1592771122000,172.20.0.51,20022,0
1592771123000,172.20.0.51,20007,0
1592771124000,172.20.0.51,20011,0
1592771125000,172.20.0.51,20014,0
1592771154000,172.20.0.51,444,0
1592771156000,172.20.0.51,513,0
1592771157000,172.20.0.51,481,0
1592771158000,172.20.0.51,357,1
1592771164000,172.20.0.51,336,0
1592771173000,172.20.0.51,15912,0
1592771177000,172.20.0.51,20002,0
1592771204000,172.20.0.51,308,0
1592771210000,172.20.0.51,909,0
1592771212000,172.20.0.51,596,0
1592771215000,172.20.0.51,85,0
1592771218000,172.20.0.51,503,1
1592771219000,172.20.0.51,347,1
1592771223000,172.20.0.51,37,0
1592771224000,172.20.0.51,27,0
1592771225000,172.20.0.51,352,0
1592771230000,172.20.0.51,20008,0
1592771071000,172.20.0.52,20039,0
1592771104000,172.20.0.52,1033,1
1592771105000,172.20.0.52,1134,0
1592771106000,172.20.0.52,1242,0
1592771107000,172.20.0.52,1385,0
1592771108000,172.20.0.52,872,0
1592771112000,172.20.0.52,324,1
1592771117000,172.20.0.52,20075,0
1592771119000,172.20.0.52,20056,0
1592771121000,172.20.0.52,20051,0
1592771122000,172.20.0.52,20043,0
1592771123000,172.20.0.52,20024,0
1592771124000,172.20.0.52,20022,0
1592771125000,172.20.0.52,20023,0
1592771126000,172.20.0.52,20019,0
1592771157000,172.20.0.52,589,1
1592771158000,172.20.0.52,669,0
1592771164000,172.20.0.52,33,0
1592771169000,172.20.0.52,377,1
1592771170000,172.20.0.52,307,1
1592771172000,172.20.0.52,16,0
1592771174000,172.20.0.52,42,0
1592771175000,172.20.0.52,281,1
