"Time","Device","Duration","State"
1591447891000,172.23.0.11,288,1
1591447891000,172.23.0.12,276,1
1591447923000,172.23.0.12,269,1
1591447963000,172.23.0.12,264,1
1591448003000,172.23.0.12,276,1
1591447891000,172.23.0.13,285,1
1591447923000,172.23.0.13,273,1
1591447963000,172.23.0.13,270,1
1591447891000,172.23.0.14,284,1
1591447923000,172.23.0.14,269,1

